entries,exits,record_datetime,sensor_id,sensor_name
0,0,2023-02-25 23:59:00,5,sensor_5
0,0,2023-02-26 23:59:00,5,sensor_5
0,0,2023-02-27 23:59:00,5,sensor_5
6,5,2023-02-28 23:59:00,5,sensor_5
16,16,2023-03-01 23:59:00,5,sensor_5
0,0,2023-03-02 23:59:00,5,sensor_5
1,0,2023-03-03 23:59:00,5,sensor_5
0,0,2023-03-04 23:59:00,5,sensor_5
0,0,2023-03-05 23:59:00,5,sensor_5
1,1,2023-03-06 23:59:00,5,sensor_5
0,0,2023-03-07 23:59:00,5,sensor_5
28,29,2023-03-08 23:59:00,5,sensor_5
0,0,2023-03-09 23:59:00,5,sensor_5
0,0,2023-03-10 23:59:00,5,sensor_5
2,2,2023-03-11 23:59:00,5,sensor_5
0,0,2023-03-12 23:59:00,5,sensor_5
0,0,2023-03-13 23:59:00,5,sensor_5
4,2,2023-03-14 23:59:00,5,sensor_5
0,0,2023-03-15 23:59:00,5,sensor_5
0,0,2023-03-16 23:59:00,5,sensor_5
0,0,2023-03-17 23:59:00,5,sensor_5
0,0,2023-03-18 23:59:00,5,sensor_5
0,0,2023-03-19 23:59:00,5,sensor_5
9,2,2023-03-20 23:59:00,5,sensor_5
17,13,2023-03-21 23:59:00,5,sensor_5
11,1,2023-03-22 23:59:00,5,sensor_5
0,0,2023-03-23 23:59:00,5,sensor_5
12,1,2023-03-24 23:59:00,5,sensor_5
1,1,2023-03-25 23:59:00,5,sensor_5
0,0,2023-03-26 23:59:00,5,sensor_5
18,3,2023-03-27 23:59:00,5,sensor_5
4,2,2023-03-28 23:59:00,5,sensor_5
3,1,2023-03-29 23:59:00,5,sensor_5
2,0,2023-03-30 23:59:00,5,sensor_5
7,0,2023-03-31 23:59:00,5,sensor_5
0,0,2023-04-01 23:59:00,5,sensor_5
0,0,2023-04-02 23:59:00,5,sensor_5
0,0,2023-04-03 14:00:00,5,sensor_5
0,0,2023-01-01 23:59:00,7,sensor_7
0,0,2023-01-02 23:59:00,7,sensor_7
0,0,2023-01-03 23:59:00,7,sensor_7
0,0,2023-01-04 23:59:00,7,sensor_7
0,0,2023-01-05 23:59:00,7,sensor_7
0,0,2023-01-06 23:59:00,7,sensor_7
0,0,2023-01-07 23:59:00,7,sensor_7
0,0,2023-01-08 23:59:00,7,sensor_7
0,0,2023-01-09 23:59:00,7,sensor_7
0,0,2023-01-10 23:59:00,7,sensor_7
709,1237,2023-01-11 23:59:00,7,sensor_7
1078,606,2023-01-12 23:59:00,7,sensor_7
977,695,2023-01-13 23:59:00,7,sensor_7
476,423,2023-01-14 23:59:00,7,sensor_7
113,80,2023-01-15 23:59:00,7,sensor_7
906,455,2023-01-16 23:59:00,7,sensor_7
1477,403,2023-01-17 23:59:00,7,sensor_7
1572,440,2023-01-18 23:59:00,7,sensor_7
1091,533,2023-01-19 23:59:00,7,sensor_7
1007,498,2023-01-20 23:59:00,7,sensor_7
427,171,2023-01-21 23:59:00,7,sensor_7
2,4,2023-01-22 23:59:00,7,sensor_7
1037,113,2023-01-23 23:59:00,7,sensor_7
1317,494,2023-01-24 23:59:00,7,sensor_7
1503,357,2023-01-25 23:59:00,7,sensor_7
1172,340,2023-01-26 23:59:00,7,sensor_7
1081,325,2023-01-27 23:59:00,7,sensor_7
600,166,2023-01-28 23:59:00,7,sensor_7
273,184,2023-01-29 23:59:00,7,sensor_7
847,105,2023-01-30 23:59:00,7,sensor_7
891,279,2023-01-31 23:59:00,7,sensor_7
1486,330,2023-02-01 23:59:00,7,sensor_7
1020,445,2023-02-02 23:59:00,7,sensor_7
1037,559,2023-02-03 23:59:00,7,sensor_7
467,181,2023-02-04 23:59:00,7,sensor_7
32,19,2023-02-05 23:59:00,7,sensor_7
946,164,2023-02-06 23:59:00,7,sensor_7
1217,486,2023-02-07 23:59:00,7,sensor_7
1624,305,2023-02-08 23:59:00,7,sensor_7
1267,455,2023-02-09 23:59:00,7,sensor_7
919,329,2023-02-10 23:59:00,7,sensor_7
388,245,2023-02-11 23:59:00,7,sensor_7
0,0,2023-02-12 23:59:00,7,sensor_7
443,55,2023-02-13 23:59:00,7,sensor_7
438,76,2023-02-14 23:59:00,7,sensor_7
300,58,2023-02-15 23:59:00,7,sensor_7
367,132,2023-02-16 23:59:00,7,sensor_7
426,120,2023-02-17 23:59:00,7,sensor_7
0,0,2023-02-18 23:59:00,7,sensor_7
0,0,2023-02-19 23:59:00,7,sensor_7
149,49,2023-02-20 23:59:00,7,sensor_7
179,72,2023-02-21 23:59:00,7,sensor_7
177,71,2023-02-22 23:59:00,7,sensor_7
193,82,2023-02-23 23:59:00,7,sensor_7
304,141,2023-02-24 23:59:00,7,sensor_7
313,187,2023-02-25 23:59:00,7,sensor_7
133,34,2023-02-26 23:59:00,7,sensor_7
769,187,2023-02-27 23:59:00,7,sensor_7
1228,206,2023-02-28 23:59:00,7,sensor_7
1573,318,2023-03-01 23:59:00,7,sensor_7
1074,234,2023-03-02 23:59:00,7,sensor_7
1042,213,2023-03-03 23:59:00,7,sensor_7
497,110,2023-03-04 23:59:00,7,sensor_7
12,12,2023-03-05 23:59:00,7,sensor_7
907,160,2023-03-06 23:59:00,7,sensor_7
1064,256,2023-03-07 23:59:00,7,sensor_7
1594,425,2023-03-08 23:59:00,7,sensor_7
1228,477,2023-03-09 23:59:00,7,sensor_7
1154,377,2023-03-10 23:59:00,7,sensor_7
433,108,2023-03-11 23:59:00,7,sensor_7
70,43,2023-03-12 23:59:00,7,sensor_7
899,187,2023-03-13 23:59:00,7,sensor_7
1224,198,2023-03-14 23:59:00,7,sensor_7
1600,422,2023-03-15 23:59:00,7,sensor_7
1155,338,2023-03-16 23:59:00,7,sensor_7
997,259,2023-03-17 23:59:00,7,sensor_7
628,425,2023-03-18 23:59:00,7,sensor_7
89,86,2023-03-19 23:59:00,7,sensor_7
998,151,2023-03-20 23:59:00,7,sensor_7
1197,263,2023-03-21 23:59:00,7,sensor_7
1482,321,2023-03-22 23:59:00,7,sensor_7
1157,428,2023-03-23 23:59:00,7,sensor_7
994,304,2023-03-24 23:59:00,7,sensor_7
487,179,2023-03-25 23:59:00,7,sensor_7
71,69,2023-03-26 23:59:00,7,sensor_7
1147,321,2023-03-27 23:59:00,7,sensor_7
1529,430,2023-03-28 23:59:00,7,sensor_7
1651,348,2023-03-29 23:59:00,7,sensor_7
1230,389,2023-03-30 23:59:00,7,sensor_7
1076,300,2023-03-31 23:59:00,7,sensor_7
530,163,2023-04-01 23:59:00,7,sensor_7
0,0,2023-04-02 23:59:00,7,sensor_7
546,92,2023-04-03 14:00:00,7,sensor_7
0,0,2023-01-01 23:59:00,8,sensor_8
2,5,2023-01-02 23:59:00,8,sensor_8
8,375,2023-01-03 23:59:00,8,sensor_8
27,375,2023-01-04 23:59:00,8,sensor_8
22,308,2023-01-05 23:59:00,8,sensor_8
18,233,2023-01-06 23:59:00,8,sensor_8
0,0,2023-01-07 23:59:00,8,sensor_8
0,0,2023-01-08 23:59:00,8,sensor_8
99,629,2023-01-09 23:59:00,8,sensor_8
110,691,2023-01-10 23:59:00,8,sensor_8
71,608,2023-01-11 23:59:00,8,sensor_8
1,11,2023-01-12 23:59:00,8,sensor_8
70,441,2023-01-13 23:59:00,8,sensor_8
0,0,2023-01-14 23:59:00,8,sensor_8
0,0,2023-01-15 23:59:00,8,sensor_8
106,784,2023-01-16 23:59:00,8,sensor_8
108,853,2023-01-17 23:59:00,8,sensor_8
75,855,2023-01-18 23:59:00,8,sensor_8
1,8,2023-01-19 23:59:00,8,sensor_8
50,533,2023-01-20 23:59:00,8,sensor_8
0,0,2023-01-21 23:59:00,8,sensor_8
0,0,2023-01-22 23:59:00,8,sensor_8
143,983,2023-01-23 23:59:00,8,sensor_8
101,976,2023-01-24 23:59:00,8,sensor_8
162,1034,2023-01-25 23:59:00,8,sensor_8
107,849,2023-01-26 23:59:00,8,sensor_8
59,620,2023-01-27 23:59:00,8,sensor_8
0,0,2023-01-28 23:59:00,8,sensor_8
0,0,2023-01-29 23:59:00,8,sensor_8
107,893,2023-01-30 23:59:00,8,sensor_8
15,50,2023-01-31 23:59:00,8,sensor_8
159,1002,2023-02-01 23:59:00,8,sensor_8
114,895,2023-02-02 23:59:00,8,sensor_8
106,703,2023-02-03 23:59:00,8,sensor_8
105,440,2023-02-04 23:59:00,8,sensor_8
0,0,2023-02-05 23:59:00,8,sensor_8
158,1036,2023-02-06 23:59:00,8,sensor_8
9,34,2023-02-07 23:59:00,8,sensor_8
170,1053,2023-02-08 23:59:00,8,sensor_8
145,888,2023-02-09 23:59:00,8,sensor_8
103,652,2023-02-10 23:59:00,8,sensor_8
0,0,2023-02-11 23:59:00,8,sensor_8
0,0,2023-02-12 23:59:00,8,sensor_8
186,1058,2023-02-13 23:59:00,8,sensor_8
194,1120,2023-02-14 23:59:00,8,sensor_8
130,964,2023-02-15 23:59:00,8,sensor_8
36,393,2023-02-16 23:59:00,8,sensor_8
92,721,2023-02-17 23:59:00,8,sensor_8
0,0,2023-02-18 23:59:00,8,sensor_8
0,0,2023-02-19 23:59:00,8,sensor_8
135,1036,2023-02-20 23:59:00,8,sensor_8
81,1048,2023-02-21 23:59:00,8,sensor_8
134,970,2023-02-22 23:59:00,8,sensor_8
118,875,2023-02-23 23:59:00,8,sensor_8
44,484,2023-02-24 23:59:00,8,sensor_8
0,0,2023-02-25 23:59:00,8,sensor_8
0,0,2023-02-26 23:59:00,8,sensor_8
8,66,2023-02-27 23:59:00,8,sensor_8
15,85,2023-02-28 23:59:00,8,sensor_8
10,80,2023-03-01 23:59:00,8,sensor_8
11,90,2023-03-02 23:59:00,8,sensor_8
5,59,2023-03-03 23:59:00,8,sensor_8
0,0,2023-03-04 23:59:00,8,sensor_8
0,0,2023-03-05 23:59:00,8,sensor_8
148,849,2023-03-06 23:59:00,8,sensor_8
7,25,2023-03-07 23:59:00,8,sensor_8
75,605,2023-03-08 23:59:00,8,sensor_8
120,751,2023-03-09 23:59:00,8,sensor_8
50,579,2023-03-10 23:59:00,8,sensor_8
0,0,2023-03-11 23:59:00,8,sensor_8
0,0,2023-03-12 23:59:00,8,sensor_8
146,890,2023-03-13 23:59:00,8,sensor_8
156,1064,2023-03-14 23:59:00,8,sensor_8
119,791,2023-03-15 23:59:00,8,sensor_8
171,977,2023-03-16 23:59:00,8,sensor_8
87,638,2023-03-17 23:59:00,8,sensor_8
0,0,2023-03-18 23:59:00,8,sensor_8
0,0,2023-03-19 23:59:00,8,sensor_8
173,1001,2023-03-20 23:59:00,8,sensor_8
117,952,2023-03-21 23:59:00,8,sensor_8
174,974,2023-03-22 23:59:00,8,sensor_8
40,504,2023-03-23 23:59:00,8,sensor_8
122,633,2023-03-24 23:59:00,8,sensor_8
0,0,2023-03-25 23:59:00,8,sensor_8
0,0,2023-03-26 23:59:00,8,sensor_8
125,960,2023-03-27 23:59:00,8,sensor_8
214,1153,2023-03-28 23:59:00,8,sensor_8
161,1012,2023-03-29 23:59:00,8,sensor_8
139,945,2023-03-30 23:59:00,8,sensor_8
188,768,2023-03-31 23:59:00,8,sensor_8
0,0,2023-04-01 23:59:00,8,sensor_8
0,0,2023-04-02 23:59:00,8,sensor_8
151,742,2023-04-03 14:00:00,8,sensor_8
48,51,2023-01-01 23:59:00,9,sensor_9
283,269,2023-01-02 23:59:00,9,sensor_9
281,292,2023-01-03 23:59:00,9,sensor_9
278,269,2023-01-04 23:59:00,9,sensor_9
306,313,2023-01-05 23:59:00,9,sensor_9
284,287,2023-01-06 23:59:00,9,sensor_9
239,242,2023-01-07 23:59:00,9,sensor_9
239,241,2023-01-08 23:59:00,9,sensor_9
330,313,2023-01-09 23:59:00,9,sensor_9
515,484,2023-01-10 23:59:00,9,sensor_9
265,293,2023-01-11 23:59:00,9,sensor_9
445,383,2023-01-12 23:59:00,9,sensor_9
525,525,2023-01-13 23:59:00,9,sensor_9
236,246,2023-01-14 23:59:00,9,sensor_9
234,228,2023-01-15 23:59:00,9,sensor_9
383,360,2023-01-16 23:59:00,9,sensor_9
445,434,2023-01-17 23:59:00,9,sensor_9
361,349,2023-01-18 23:59:00,9,sensor_9
249,209,2023-01-19 23:59:00,9,sensor_9
292,293,2023-01-20 23:59:00,9,sensor_9
260,251,2023-01-21 23:59:00,9,sensor_9
242,251,2023-01-22 23:59:00,9,sensor_9
343,324,2023-01-23 23:59:00,9,sensor_9
364,374,2023-01-24 23:59:00,9,sensor_9
296,311,2023-01-25 23:59:00,9,sensor_9
355,335,2023-01-26 23:59:00,9,sensor_9
381,372,2023-01-27 23:59:00,9,sensor_9
252,246,2023-01-28 23:59:00,9,sensor_9
252,231,2023-01-29 23:59:00,9,sensor_9
1332,1240,2023-01-30 23:59:00,9,sensor_9
1309,1393,2023-01-31 23:59:00,9,sensor_9
314,296,2023-02-01 23:59:00,9,sensor_9
370,367,2023-02-02 23:59:00,9,sensor_9
378,387,2023-02-03 23:59:00,9,sensor_9
237,245,2023-02-04 23:59:00,9,sensor_9
262,243,2023-02-05 23:59:00,9,sensor_9
313,302,2023-02-06 23:59:00,9,sensor_9
268,296,2023-02-07 23:59:00,9,sensor_9
299,288,2023-02-08 23:59:00,9,sensor_9
328,299,2023-02-09 23:59:00,9,sensor_9
299,300,2023-02-10 23:59:00,9,sensor_9
205,228,2023-02-11 23:59:00,9,sensor_9
231,228,2023-02-12 23:59:00,9,sensor_9
770,743,2023-02-13 23:59:00,9,sensor_9
721,716,2023-02-14 23:59:00,9,sensor_9
348,342,2023-02-15 23:59:00,9,sensor_9
315,303,2023-02-16 23:59:00,9,sensor_9
307,302,2023-02-17 23:59:00,9,sensor_9
211,211,2023-02-18 23:59:00,9,sensor_9
248,250,2023-02-19 23:59:00,9,sensor_9
282,259,2023-02-20 23:59:00,9,sensor_9
285,274,2023-02-21 23:59:00,9,sensor_9
288,291,2023-02-22 23:59:00,9,sensor_9
284,291,2023-02-23 23:59:00,9,sensor_9
288,304,2023-02-24 23:59:00,9,sensor_9
252,235,2023-02-25 23:59:00,9,sensor_9
246,246,2023-02-26 23:59:00,9,sensor_9
338,299,2023-02-27 23:59:00,9,sensor_9
234,244,2023-02-28 23:59:00,9,sensor_9
308,305,2023-03-01 23:59:00,9,sensor_9
310,310,2023-03-02 23:59:00,9,sensor_9
293,303,2023-03-03 23:59:00,9,sensor_9
221,209,2023-03-04 23:59:00,9,sensor_9
239,232,2023-03-05 23:59:00,9,sensor_9
369,353,2023-03-06 23:59:00,9,sensor_9
284,299,2023-03-07 23:59:00,9,sensor_9
235,251,2023-03-08 23:59:00,9,sensor_9
291,289,2023-03-09 23:59:00,9,sensor_9
318,294,2023-03-10 23:59:00,9,sensor_9
194,209,2023-03-11 23:59:00,9,sensor_9
208,229,2023-03-12 23:59:00,9,sensor_9
265,269,2023-03-13 23:59:00,9,sensor_9
261,277,2023-03-14 23:59:00,9,sensor_9
275,275,2023-03-15 23:59:00,9,sensor_9
324,298,2023-03-16 23:59:00,9,sensor_9
320,298,2023-03-17 23:59:00,9,sensor_9
236,217,2023-03-18 23:59:00,9,sensor_9
236,246,2023-03-19 23:59:00,9,sensor_9
245,259,2023-03-20 23:59:00,9,sensor_9
1072,1042,2023-03-21 23:59:00,9,sensor_9
593,712,2023-03-22 23:59:00,9,sensor_9
247,257,2023-03-23 23:59:00,9,sensor_9
289,301,2023-03-24 23:59:00,9,sensor_9
238,241,2023-03-25 23:59:00,9,sensor_9
220,212,2023-03-26 23:59:00,9,sensor_9
395,336,2023-03-27 23:59:00,9,sensor_9
322,328,2023-03-28 23:59:00,9,sensor_9
322,330,2023-03-29 23:59:00,9,sensor_9
289,291,2023-03-30 23:59:00,9,sensor_9
286,293,2023-03-31 23:59:00,9,sensor_9
206,198,2023-04-01 23:59:00,9,sensor_9
221,200,2023-04-02 23:59:00,9,sensor_9
225,212,2023-04-03 14:00:00,9,sensor_9
3,2,2023-01-01 23:59:00,10,sensor_10
1126,26491,2023-01-02 23:59:00,10,sensor_10
136,133,2023-01-03 23:59:00,10,sensor_10
849,26839,2023-01-04 23:59:00,10,sensor_10
895,28203,2023-01-05 23:59:00,10,sensor_10
1060,35809,2023-01-06 23:59:00,10,sensor_10
562,26635,2023-01-07 23:59:00,10,sensor_10
551,21922,2023-01-08 23:59:00,10,sensor_10
906,20955,2023-01-09 23:59:00,10,sensor_10
58,73,2023-01-10 23:59:00,10,sensor_10
605,19886,2023-01-11 23:59:00,10,sensor_10
683,18540,2023-01-12 23:59:00,10,sensor_10
752,25157,2023-01-13 23:59:00,10,sensor_10
836,27061,2023-01-14 23:59:00,10,sensor_10
639,20567,2023-01-15 23:59:00,10,sensor_10
1028,23640,2023-01-16 23:59:00,10,sensor_10
108,105,2023-01-17 23:59:00,10,sensor_10
738,19193,2023-01-18 23:59:00,10,sensor_10
420,8845,2023-01-19 23:59:00,10,sensor_10
898,28303,2023-01-20 23:59:00,10,sensor_10
529,25905,2023-01-21 23:59:00,10,sensor_10
620,23734,2023-01-22 23:59:00,10,sensor_10
863,22315,2023-01-23 23:59:00,10,sensor_10
140,510,2023-01-24 23:59:00,10,sensor_10
642,19038,2023-01-25 23:59:00,10,sensor_10
654,19016,2023-01-26 23:59:00,10,sensor_10
748,25809,2023-01-27 23:59:00,10,sensor_10
628,23399,2023-01-28 23:59:00,10,sensor_10
537,20853,2023-01-29 23:59:00,10,sensor_10
828,20863,2023-01-30 23:59:00,10,sensor_10
29,48,2023-01-31 23:59:00,10,sensor_10
669,18825,2023-02-01 23:59:00,10,sensor_10
653,17056,2023-02-02 23:59:00,10,sensor_10
795,25363,2023-02-03 23:59:00,10,sensor_10
583,23688,2023-02-04 23:59:00,10,sensor_10
613,23899,2023-02-05 23:59:00,10,sensor_10
851,20948,2023-02-06 23:59:00,10,sensor_10
49,59,2023-02-07 23:59:00,10,sensor_10
688,19673,2023-02-08 23:59:00,10,sensor_10
647,17711,2023-02-09 23:59:00,10,sensor_10
765,29911,2023-02-10 23:59:00,10,sensor_10
409,16055,2023-02-11 23:59:00,10,sensor_10
798,24996,2023-02-12 23:59:00,10,sensor_10
876,25453,2023-02-13 23:59:00,10,sensor_10
65,68,2023-02-14 23:59:00,10,sensor_10
793,24692,2023-02-15 23:59:00,10,sensor_10
699,20290,2023-02-16 23:59:00,10,sensor_10
922,33643,2023-02-17 23:59:00,10,sensor_10
612,26951,2023-02-18 23:59:00,10,sensor_10
624,25489,2023-02-19 23:59:00,10,sensor_10
875,28280,2023-02-20 23:59:00,10,sensor_10
84,61,2023-02-21 23:59:00,10,sensor_10
1042,26013,2023-02-22 23:59:00,10,sensor_10
884,25492,2023-02-23 23:59:00,10,sensor_10
1010,34512,2023-02-24 23:59:00,10,sensor_10
685,24594,2023-02-25 23:59:00,10,sensor_10
629,21166,2023-02-26 23:59:00,10,sensor_10
884,23363,2023-02-27 23:59:00,10,sensor_10
97,539,2023-02-28 23:59:00,10,sensor_10
912,23018,2023-03-01 23:59:00,10,sensor_10
747,23114,2023-03-02 23:59:00,10,sensor_10
938,30796,2023-03-03 23:59:00,10,sensor_10
663,23229,2023-03-04 23:59:00,10,sensor_10
551,22573,2023-03-05 23:59:00,10,sensor_10
721,17925,2023-03-06 23:59:00,10,sensor_10
38,42,2023-03-07 23:59:00,10,sensor_10
584,15596,2023-03-08 23:59:00,10,sensor_10
658,21339,2023-03-09 23:59:00,10,sensor_10
900,29641,2023-03-10 23:59:00,10,sensor_10
583,23299,2023-03-11 23:59:00,10,sensor_10
550,23446,2023-03-12 23:59:00,10,sensor_10
776,25330,2023-03-13 23:59:00,10,sensor_10
110,94,2023-03-14 23:59:00,10,sensor_10
958,24444,2023-03-15 23:59:00,10,sensor_10
777,22733,2023-03-16 23:59:00,10,sensor_10
827,31839,2023-03-17 23:59:00,10,sensor_10
663,26164,2023-03-18 23:59:00,10,sensor_10
627,25477,2023-03-19 23:59:00,10,sensor_10
741,25107,2023-03-20 23:59:00,10,sensor_10
66,77,2023-03-21 23:59:00,10,sensor_10
849,25555,2023-03-22 23:59:00,10,sensor_10
545,14553,2023-03-23 23:59:00,10,sensor_10
919,33818,2023-03-24 23:59:00,10,sensor_10
574,25276,2023-03-25 23:59:00,10,sensor_10
812,25545,2023-03-26 23:59:00,10,sensor_10
125,160,2023-03-27 23:59:00,10,sensor_10
82,71,2023-03-28 23:59:00,10,sensor_10
989,27730,2023-03-29 23:59:00,10,sensor_10
991,26783,2023-03-30 23:59:00,10,sensor_10
1095,35066,2023-03-31 23:59:00,10,sensor_10
631,25074,2023-04-01 23:59:00,10,sensor_10
685,25316,2023-04-02 23:59:00,10,sensor_10
772,17952,2023-04-03 14:00:00,10,sensor_10
33,24,2023-01-01 23:59:00,11,sensor_11
13069,18334,2023-01-02 23:59:00,11,sensor_11
428,407,2023-01-03 23:59:00,11,sensor_11
13148,16561,2023-01-04 23:59:00,11,sensor_11
12622,16439,2023-01-05 23:59:00,11,sensor_11
19098,22073,2023-01-06 23:59:00,11,sensor_11
13261,16672,2023-01-07 23:59:00,11,sensor_11
10805,13401,2023-01-08 23:59:00,11,sensor_11
9425,12257,2023-01-09 23:59:00,11,sensor_11
679,735,2023-01-10 23:59:00,11,sensor_11
10452,11890,2023-01-11 23:59:00,11,sensor_11
9052,10764,2023-01-12 23:59:00,11,sensor_11
9931,12606,2023-01-13 23:59:00,11,sensor_11
12414,15668,2023-01-14 23:59:00,11,sensor_11
9507,11619,2023-01-15 23:59:00,11,sensor_11
10148,13086,2023-01-16 23:59:00,11,sensor_11
500,602,2023-01-17 23:59:00,11,sensor_11
8573,10963,2023-01-18 23:59:00,11,sensor_11
4519,5075,2023-01-19 23:59:00,11,sensor_11
11541,15117,2023-01-20 23:59:00,11,sensor_11
10632,14124,2023-01-21 23:59:00,11,sensor_11
9493,12502,2023-01-22 23:59:00,11,sensor_11
10507,13208,2023-01-23 23:59:00,11,sensor_11
686,688,2023-01-24 23:59:00,11,sensor_11
9683,12230,2023-01-25 23:59:00,11,sensor_11
8857,11256,2023-01-26 23:59:00,11,sensor_11
12512,15942,2023-01-27 23:59:00,11,sensor_11
12043,15019,2023-01-28 23:59:00,11,sensor_11
10685,13236,2023-01-29 23:59:00,11,sensor_11
10238,13070,2023-01-30 23:59:00,11,sensor_11
280,264,2023-01-31 23:59:00,11,sensor_11
9072,11016,2023-02-01 23:59:00,11,sensor_11
8123,9694,2023-02-02 23:59:00,11,sensor_11
12354,15353,2023-02-03 23:59:00,11,sensor_11
12563,15156,2023-02-04 23:59:00,11,sensor_11
12588,15126,2023-02-05 23:59:00,11,sensor_11
10582,12986,2023-02-06 23:59:00,11,sensor_11
304,358,2023-02-07 23:59:00,11,sensor_11
10380,12782,2023-02-08 23:59:00,11,sensor_11
9143,11218,2023-02-09 23:59:00,11,sensor_11
14832,18378,2023-02-10 23:59:00,11,sensor_11
8595,10500,2023-02-11 23:59:00,11,sensor_11
13455,16310,2023-02-12 23:59:00,11,sensor_11
15036,18735,2023-02-13 23:59:00,11,sensor_11
674,696,2023-02-14 23:59:00,11,sensor_11
14566,17560,2023-02-15 23:59:00,11,sensor_11
11368,14674,2023-02-16 23:59:00,11,sensor_11
17176,22577,2023-02-17 23:59:00,11,sensor_11
14464,18119,2023-02-18 23:59:00,11,sensor_11
14194,17776,2023-02-19 23:59:00,11,sensor_11
14802,19257,2023-02-20 23:59:00,11,sensor_11
453,429,2023-02-21 23:59:00,11,sensor_11
13983,18080,2023-02-22 23:59:00,11,sensor_11
14782,17495,2023-02-23 23:59:00,11,sensor_11
19100,23374,2023-02-24 23:59:00,11,sensor_11
13598,17013,2023-02-25 23:59:00,11,sensor_11
11601,14368,2023-02-26 23:59:00,11,sensor_11
13232,15941,2023-02-27 23:59:00,11,sensor_11
348,364,2023-02-28 23:59:00,11,sensor_11
13100,15857,2023-03-01 23:59:00,11,sensor_11
12155,15691,2023-03-02 23:59:00,11,sensor_11
15974,19817,2023-03-03 23:59:00,11,sensor_11
12793,15521,2023-03-04 23:59:00,11,sensor_11
12340,14373,2023-03-05 23:59:00,11,sensor_11
9635,11766,2023-03-06 23:59:00,11,sensor_11
249,247,2023-03-07 23:59:00,11,sensor_11
7879,10185,2023-03-08 23:59:00,11,sensor_11
10878,14121,2023-03-09 23:59:00,11,sensor_11
16074,19295,2023-03-10 23:59:00,11,sensor_11
12530,14565,2023-03-11 23:59:00,11,sensor_11
11853,14686,2023-03-12 23:59:00,11,sensor_11
14311,17128,2023-03-13 23:59:00,11,sensor_11
545,586,2023-03-14 23:59:00,11,sensor_11
13808,16056,2023-03-15 23:59:00,11,sensor_11
12198,14534,2023-03-16 23:59:00,11,sensor_11
17384,20075,2023-03-17 23:59:00,11,sensor_11
12772,15861,2023-03-18 23:59:00,11,sensor_11
12301,16043,2023-03-19 23:59:00,11,sensor_11
14057,16852,2023-03-20 23:59:00,11,sensor_11
1041,1060,2023-03-21 23:59:00,11,sensor_11
14298,16379,2023-03-22 23:59:00,11,sensor_11
